FID,NGAID,SRCLNKID,METLNKID,FEATTYPE,SECCLASS,NAME,AREA_,PHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGPHONE,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,SOURCE,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QA_QC
2317, ,G0542, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - ASHEVILLE,800,742-5877,301 SWEETEN CREEK INDUSTRIAL PARK ROAD, ,ASHEVILLE,NC,28803, ,BUNCOMBE,37021, , , , ,2006/09/11 00:00:00+00,WEB,2006/09/11 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 125370329,TGS,-82.51863,35.54775,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
2318, ,H0095, ,POINT,UNCLASSIFIED,YELLOW TRANSPORTATION INCORPORATED - FORT PIERCE,772,466-5511,3412 INDUSTRIAL 33RD STREET, ,FORT PIERCE,FL,34946,8641,ST LUCIE,12111,EAST SIDE OF INDUSTRIAL 33RD STREET BETWEEN JET CENTER TERRACE AND INDUSTRIAL AVENUE THREE, , , ,2006/09/19 00:00:00+00,PHONE,2006/09/19 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)", 113414642,TGS,-80.35752,27.49043,NAVTEQ,2006Q2,BLOCKFACE, ,TGS
2319, ,D0095, ,POINT,UNCLASSIFIED,FEDEX - ALBANY, , ,2501 W GORDON AVE, ,ALBANY,GA,31707,0610,DOUGHERTY,13095, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 104804534,TGS,-84.21779,31.56312,NAVTEQ,2006Q2,BLOCKFACE, , 
2320, ,C0192, ,POINT,UNCLASSIFIED,DHL EXPRESS - ROCKLEDGE, , ,259 GUS HIPP BLVD, ,ROCKLEDGE,FL,32955,4802,BREVARD,12009, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  36450728,TGS,-80.70828,28.30387,NAVTEQ,2006Q2,BLOCKFACE, , 
2321, ,H0193, ,POINT,UNCLASSIFIED,YELLOW TRANSPORTATION INCORPORATED - ORLANDO,407,857-1880,1265 LA QUINTA DRIVE, ,ORLANDO,FL,32809,7705,ORANGE,12095,NORTH SIDE OF LAQUINTA DRIVE APPROXIMATELY .28 MILES EAST FROM THE INTERSECTION OF UNITED STATES HIGHWAY 92 AND LA QUINTA DRIVE., , , ,2006/09/19 00:00:00+00,PHONE,2006/09/19 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)",  22408484,TGS,-81.39904,28.44211,NAVTEQ,2006Q2,ONENTITY,YES,TGS
2322, ,D0262, ,POINT,UNCLASSIFIED,FEDEX - DOWNTOWN SHOPPING CENTER, , ,1289 OAK RIDGE TPKE, ,OAK RIDGE,TN,37830,6404,ANDERSON,47001, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  23459837,TGS,-84.25391,36.01468,NAVTEQ,2006Q2,BLOCKFACE, , 
2323, ,C0044, ,POINT,UNCLASSIFIED,DHL EXPRESS - ROCKVILLE, , ,30 SOUTHLAWN CT, ,ROCKVILLE,MD,20850,1369,MONTGOMERY,24031, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  24738165,TGS,-77.13295,39.10337,NAVTEQ,2006Q2,BLOCKFACE, , 
2324, ,A0286, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - YOUNGSTOWN, OHIO",330,423-1150,2525 ELMWOOD DRIVE EXTENSION, ,HUBBARD,OH,44425,9707,TRUMBULL,39155,"LOCATED ON THE EAST SIDE OF THE T INTERSECTION OF ELMWOOD DRIVE EXTENSION, HUBBARD MASURY ROAD AND COUNTY ROAD 331.", , , ,2006/09/22 00:00:00+00,PHONE,2006/09/22 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING, 107224355,TGS,-80.55507,41.17483,NAVTEQ,2006Q2,BLOCKFACE,YES,TGS
2325, ,G0566, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - SAGINAW,800,742-5877,3151 MCCARTY RD, ,SAGINAW,MI,48603,2260,SAGINAW,26145, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 127305483,TGS,-83.978,43.46511,NAVTEQ,2006Q2,BLOCKFACE, , 
2326, ,G0572, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - BENWOOD,800,742-5877,32 MARSHALL ST, ,BENWOOD,WV,26031,1011,MARSHALL,54051, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 107551699,TGS,-80.7271,40.03194,NAVTEQ,2006Q2,BLOCKFACE, , 
2327, ,A0168, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - NEWBURGH, NEW YORK",845,457-9080,122 BRACKEN ROAD, ,MONTGOMERY,NY,12549,2600,ORANGE,36071, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING,  38482350,TGS,-74.19473,41.52139,NAVTEQ,2006Q2,BLOCKFACE, , 
2328, ,D0214, ,POINT,UNCLASSIFIED,FEDEX - NORTHWOOD, , ,7600 CAPLE BLVD, ,NORTHWOOD,OH,43619,1091,WOOD,39173, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 107888587,TGS,-83.53957,41.59876,NAVTEQ,2006Q2,BLOCKFACE, , 
2329, ,G0430, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - BETHLEHEM,800,742-5877,2301 HIGHLAND AVE, ,BETHLEHEM,PA,18020,8921,NORTHAMPTON,42095, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 110453613,TGS,-75.36749,40.67299,NAVTEQ,2006Q2,BLOCKFACE, , 
2330, ,D0206, ,POINT,UNCLASSIFIED,FEDEX - CINCINNATI, , ,7150 PADDOCK RD, ,CINCINNATI,OH,45216,2261,HAMILTON,39061, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  32008490,TGS,-84.47469,39.19266,NAVTEQ,2006Q2,BLOCKFACE, , 
2331, ,A0171, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - NORRISTOWN, PENNSYLVANIA",610,676-0505,120 GREEN TREE ROAD, ,PHOENIXVILLE,PA,19460,1166,MONTGOMERY,42091,"LOCATED ON THE EAST SIDE OF GREEN TREE ROAD, 0.20 MILES SOUTH OF THE INTERSECTION OF EGYPT ROAD AND GREEN TREE ROAD.", , , ,2006/09/25 00:00:00+00,PHONE,2006/09/25 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING,  18774552,TGS,-75.46778,40.13305,NAVTEQ,2006Q2,BLOCKFACE,YES,TGS
2332, ,G0204, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - PHILADELPHIA,800,742-5877,15 EAST OREGON AVENUE, ,PHILADELPHIA,PA,19148,4109,PHILADELPHIA,42101, , , , ,2006/09/21 00:00:00+00,WEB,2006/09/21 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  18726302,TGS,-75.14359,39.91473,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
2333, ,D0204, ,POINT,UNCLASSIFIED,FEDEX - ATLANTA, , ,710 MORGAN FALLS RD, ,ATLANTA,GA,30350,5806,FULTON,13121, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  17160496,TGS,-84.36375,33.96898,NAVTEQ,2006Q2,BLOCKFACE, , 
2334, ,C0098, ,POINT,UNCLASSIFIED,DHL EXPRESS - RUNNEMEDE, , ,190 E 9TH AVE, ,RUNNEMEDE,NJ,08078,1126,CAMDEN,34007, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  18665145,TGS,-75.07067,39.85754,NAVTEQ,2006Q2,BLOCKFACE, , 
2335, ,G0674, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - CHARLESTON,800,742-5877,4230 PIGGLY WIGGLY DR, ,CHARLESTON,SC,29405,5601,CHARLESTON,45019, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  42929412,TGS,-79.99735,32.86754,NAVTEQ,2006Q2,BLOCKFACE, , 
2336, ,C0095, ,POINT,UNCLASSIFIED,DHL EXPRESS - S PLAINFIELD, , ,1760 NEW DURHAM ROAD, ,S PLAINFIELD,NJ,07080,2328,MIDDLESEX,34023, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  21826150,TGS,-74.41972,40.5457,NAVTEQ,2006Q2,BLOCKFACE, , 
2337, ,E0042, ,POINT,UNCLASSIFIED,ROADWAY INCORPORATED - LIMA TERMINAL,419,223-5080,1505 BOWMAN ROAD, ,LIMA,OH,45804,4214,ALLEN,39003,"LOCATED ON THE EAST SIDE OF BOWMAN ROAD, .21 MILES SOUTH OF STATE HIGHWAY 117", , , ,2006/09/13 00:00:00+00,PHONE,2006/09/13 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)", 123317907,TGS,-84.05099,40.71958,NAVTEQ,2006Q2,ONENTITY,YES,TGS
2338, ,G0723, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - DUBLIN,800,742-5877,5005 WOODLYN ST, ,DUBLIN,VA,24084,4406,PULASKI,51155, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 101828717,TGS,-80.69247,37.0854,NAVTEQ,2006Q2,BLOCKFACE, , 
2339, ,G0342, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - MYRTLE BEACH,800,742-5877,200 GEORGE BISHOP PKWY, ,MYRTLE BEACH,SC,29579,7336,HORRY,45051, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 127867906,TGS,-78.9319,33.71924,NAVTEQ,2006Q2,BLOCKFACE, , 
2340, ,G0623, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - TALLAHASSEE,800,742-5877,3735 HARTSFIELD RD, ,TALLAHASSEE,FL,32303,1120,LEON,12073, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  42602662,TGS,-84.356,30.46884,NAVTEQ,2006Q2,BLOCKFACE, , 
2341, ,G0222, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - SWAINSBORO,800,742-5877,152 E MEADOWLAKE PKWY, ,SWAINSBORO,GA,30401,4835,EMANUEL,13107, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 123719762,TGS,-82.31413,32.58211,NAVTEQ,2006Q2,BLOCKFACE, , 
2342, ,E0019, ,POINT,UNCLASSIFIED,ROADWAY INCORPORATED - CARLSTADT TERMINAL,201,507-0010,700 COMMERCIAL AVENUE, ,CARLSTADT,NJ,07072,2602,BERGEN,34003,"LOCATED ON THE NORTHWEST SIDE OF COMMERCIAL AVENUE, .11 MILES SOUTHWEST OF COMMERCE ROAD.", , , ,2006/09/15 00:00:00+00,PHONE,2006/09/15 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)",  21836843,TGS,-74.06316,40.83078,NAVTEQ,2006Q2,BLOCKFACE,YES,TGS
2343, ,A0016, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - ATLANTA, GEORGIA",404,363-4480,1165 WILBURN RD, ,CONLEY,GA,30288,1542,DEKALB,13089, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING,  22699624,TGS,-84.34158,33.65524,NAVTEQ,2006Q2,BLOCKFACE, , 
2344, ,G0816, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - SYLVA,800,742-5877,688 E MAIN ST, ,SYLVA,NC,28779,5802,JACKSON,37099, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 124773138,TGS,-83.20354,35.36947,NAVTEQ,2006Q2,BLOCKFACE, , 
2345, ,G0901, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - DEFIANCE,800,742-5877,820 CARPENTER RD, ,DEFIANCE,OH,43512,1726,DEFIANCE,39039, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 108152584,TGS,-84.34203,41.42206,NAVTEQ,2006Q2,BLOCKFACE, , 
2346, ,G0642, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - TAMAQUA,800,742-5877,4 LIBERTY ST, ,TAMAQUA,PA,18252,4330,SCHUYLKILL,42107, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 123345861,TGS,-75.99312,40.82869,NAVTEQ,2006Q2,BLOCKFACE, , 
2347, ,B0404, ,POINT,UNCLASSIFIED,CON-WAY FREIGHT - WEST CHESTER PENNSYLVANIA,610,701-6480,206 GARFIELD AVENUE, ,WEST CHESTER,PA,19380,4512,CHESTER,42029,WEST SIDE OF GARFIELD AVENUE BETWEEN LINCOLN AVENUE AND EAST WASHINGTON STREET, , , ,2006/09/13 00:00:00+00,PHONE,2006/09/13 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)",  18782954,TGS,-75.595,39.96838,NAVTEQ,2006Q2,ONENTITY,YES,TGS
2348, ,A0139, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - LEXINGTON, KENTUCKY",859,254-4046,1003 WHIPPLE CT, ,LEXINGTON,KY,40511,1210,FAYETTE,21067, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING, 107305691,TGS,-84.50241,38.07893,NAVTEQ,2006Q2,BLOCKFACE, , 
2349, ,G0270, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - TIFTON,800,742-5877,1707 EASTMAN DR, ,TIFTON,GA,31793,8224,TIFT,13277, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 104814781,TGS,-83.53677,31.44518,NAVTEQ,2006Q2,BLOCKFACE, , 
2350, ,A0017, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - AUGUSTA, GEORGIA",803,279-4891,118 REVCO ROAD, ,BEECH ISLAND,SC,29842,9424,AIKEN,45003, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING, 102820516,TGS,-81.92431,33.48473,NAVTEQ,2006Q2,BLOCKFACE, , 
2351, ,D0045, ,POINT,UNCLASSIFIED,FEDEX - ALPHARETTA, , ,1525 MORRISON PKWY, ,ALPHARETTA,GA,30004,2187,FULTON,13121, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  17137050,TGS,-84.29263,34.05933,NAVTEQ,2006Q2,BLOCKFACE, , 
2352, ,A0131, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - KNOXVILLE, TENNESSEE",865,522-9041,2818 TEXAS AVE, ,KNOXVILLE,TN,37921,6021,KNOX,47093, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING, 124164533,TGS,-83.96519,35.97604,NAVTEQ,2006Q2,BLOCKFACE, , 
2353, ,A0140, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - LIMA, OHIO",419,224-2567,300 E HANTHORN RD, ,LIMA,OH,45804,2458,ALLEN,39003, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING, 123305896,TGS,-84.1039,40.70191,NAVTEQ,2006Q2,BLOCKFACE, , 
2354, ,A0253, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - TOLEDO, OHIO",419,476-8666,307 DURA AVE, ,TOLEDO,OH,43612,2617,LUCAS,39095, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING,  46735861,TGS,-83.53926,41.70072,NAVTEQ,2006Q2,BLOCKFACE, , 
2355, ,D0012, ,POINT,UNCLASSIFIED,FEDEX - ATHENS, , ,1090 MITCHELL BRIDGE RD, ,ATHENS,GA,30606,1926,CLARKE,13059, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 104637903,TGS,-83.45065,33.94402,NAVTEQ,2006Q2,BLOCKFACE, , 
2356, ,G0680, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - UNADILLA,800,742-5877,4286 COLLINS RD, ,UNADILLA,GA,31091,4746,DOOLY,13093, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 105272615,TGS,-83.74717,32.24312,NAVTEQ,2006Q2,BLOCKFACE, , 
2357, ,F0F09, ,POINT,UNCLASSIFIED,SCHNEIDER NATIONAL INCORPORATED- DETROIT,800,238-0318,21005 WEST ROAD, ,TRENTON,MI,48183,3245,WAYNE,26163,LOCATED ON THE THE SE SIDE OF WEST RD ABOUT .22 MILES NE OF THE INTERSTATE 75 AND WEST RD T-INTERSECTION. FACILITY LOCATED .20 MILES SOUTH OF WEST ROAD, , , ,2006/09/25 00:00:00+00,PHONE,2006/09/28 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING,  19598540,TGS,-83.23762,42.13627,NAVTEQ,2006Q2,ONENTITY,YES,TGS
2358, ,E0043, ,POINT,UNCLASSIFIED,ROADWAY INCORPORATED - MANSFIELD TERMINAL,419,223-5080,555 DEWEY AVENUE, ,MANSFIELD,OH,44902,1157,RICHLAND,39139,LOCATED AT THE NORTHEAST CORNER OF DEWEY AVENUE AND GRACE STREET., , , ,2006/09/13 00:00:00+00,PHONE,2006/09/13 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)", 106636141,TGS,-82.5032,40.77079,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
2359, ,E0036, ,POINT,UNCLASSIFIED,ROADWAY INCORPORATED - AKRON TERMINAL,330,665-0224,1275 OH AVENUE, ,COPLEY,OH,44321,1531,SUMMIT,39153,"FROM COPLEY ROAD, TRAVEL NORTH .22 MILES ON OH AVENUE, ENTITY LOCATED AT THE DEADEND OF OH AVENUE.", , , ,2006/09/13 00:00:00+00,PHONE,2006/09/13 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)",  92447646,TGS,-81.6537,41.10259,NAVTEQ,2006Q2,BLOCKFACE,YES,TGS
2360, ,G0704, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - WADSWORTH,800,742-5877,478 CORPORATE PKWY, ,WADSWORTH,OH,44281,8349,MEDINA,39103, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 111996669,TGS,-81.74426,41.00619,NAVTEQ,2006Q2,BLOCKFACE, , 
2361, ,B0075, ,POINT,UNCLASSIFIED,CON-WAY FREIGHT - CINNAMINSON NEW JERSEY,856,786-7211,1403 INDUSTRIAL HIGHWAY, ,CINNAMINSON,NJ,08077,2550,BURLINGTON,34005,SOUTHWEST SIDE OF INDUSTRIAL HIGHWAY APPROXIMATELY .06 MILES NORTHWEST FROM THE INTERSECTION OF WALLACE BOULEVARD AND INDUSTRIAL HIGHWAY, , , ,2006/09/12 00:00:00+00,PHONE,2006/09/12 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)",  18705869,TGS,-74.98765,40.00801,NAVTEQ,2006Q2,BLOCKFACE,YES,TGS
2362, ,G0228, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - AIKEN,800,742-5877,155 COLUMBIA AVENUE NORTHEAST, ,AIKEN,SC,29801,4075,AIKEN,45003, , , , ,2006/09/11 00:00:00+00,WEB,2006/09/11 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 102288429,TGS,-81.71177,33.57145,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
